"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W5RYTYI6","journalArticle","1996","Díaz, Javier; Paolicelli, Guido; Ferrer, Salvador; Comin, Fabio","Separation of the ${\mathit{sp}}^{3}$ and ${\mathit{sp}}^{2}$ components in the C1s photoemission spectra of amorphous carbon films","Physical Review B","","","10.1103/PhysRevB.54.8064","https://link.aps.org/doi/10.1103/PhysRevB.54.8064","Two different types of amorphous carbon films were deposited on Si substrates, with film hardness of 22 GPa and 40 GPa, by pulsed laser evaporation of graphite targets. The x-ray photoemission spectra (XPS) of the C 1s core level in these films shown two components at 284.3±0.1 eV and 285.2±0.1 eV, which were identified with the sp2 and sp3 hybrids forms of carbon. The sp3/sp2 concentration ratio deduced from the area of the components had a value of 2/5 for the harder amorphous carbon film and 1/4 for the softer. Upon annealing the harder film at different temperatures, the sp3/sp2 ratio remained nearly constant up to about 900 K and then decreased until reaching a value of zero above 1100 K. The C 1s core level shifted 0.3±0.1 eV toward lower binding energy in the films for annealing temperatures above 900 K. This shift was correlated with an increase in the asymmetry of the C 1s XPS spectra and of the density of states at the Fermi level, as observed by ultraviolet photoemission spectroscopy. There was no detectable π plasmon in the harder films below 900 K, despite the presence of sp2 atoms and π bonds at those temperatures. © 1996 The American Physical Society.","1996-09-15","2020-10-22 12:42:20","2020-10-22 12:42:20","2020-10-22 12:42:20","8064-8069","","11","54","","Phys. Rev. B","","","","","","","","","","","","","APS","","Publisher: American Physical Society","","C:\Users\p46946\Zotero\storage\CUPXT4KZ\PhysRevB.54.html; C:\Users\p46946\Zotero\storage\S9UWZYBU\Díaz et al. - 1996 - Separation of the ${mathit{sp}}^{3}$ and ${mathi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBTRRNBT","journalArticle","1979","van Attekum, P. M. Th. M.; Wertheim, G. K.","Excitonic Effects in Core-Hole Screening","Physical Review Letters","","","10.1103/PhysRevLett.43.1896","https://link.aps.org/doi/10.1103/PhysRevLett.43.1896","It is shown that the C 1s core-electron line shape of graphite in photoemission is determined by an excitonic state near the Fermi energy in the hole-state density of states.","1979-12-17","2020-10-22 12:31:38","2020-10-22 12:31:38","2020-10-22 12:31:38","1896-1898","","25","43","","Phys. Rev. Lett.","","","","","","","","","","","","","APS","","Publisher: American Physical Society","","C:\Users\p46946\Zotero\storage\QHSMBR5U\van Attekum et Wertheim - 1979 - Excitonic Effects in Core-Hole Screening.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRUBMNNT","journalArticle","1972","Shirley, D. A.","High-Resolution X-Ray Photoemission Spectrum of the Valence Bands of Gold","Physical Review B","","","10.1103/PhysRevB.5.4709","https://link.aps.org/doi/10.1103/PhysRevB.5.4709","High-resolution gold-valence-band photoemission spectra were obtained by the use of monochromatized Al Kα radiation and a single-crystal specimen. After background and scattering corrections were made, the results were compared directly with broadened theoretical density-of-states functions. The following conclusions were drawn: (i) Relativistic band-structure calculations are required to fit the spectrum. (ii) Both the Korringa-Kohn-Rostoker calculation of Connolly and Johnson and the relativistic-augmented-plane-wave calculation by Christensen and Seraphin give density-of-states results that (after broadening) follow the experimental curve closely. (iii) Of the theoretical functions available to date, those with full Slater exchange agree best with experiment (perhaps because of a cancellation of errors). Fractional (23 or 56) exchange gives d bands that are too wide. (iv) Eastman's 40.8-eV ultraviolet photoemission spectrum is similar to the x-ray spectrum, suggesting little dependence on photon energy above 40 eV. (v) Both (ii) and (iv) imply an absence of strong matrix-element modulation in the photoemission spectrum of gold.","1972-06-15","2020-10-13 08:24:05","2020-10-13 08:24:15","2020-10-13 08:24:04","4709-4714","","12","5","","Phys. Rev. B","","","","","","","","","","","","","APS","","Publisher: American Physical Society","","C:\Users\p46946\Zotero\storage\RTKS4P8J\PhysRevB.5.html; C:\Users\p46946\Zotero\storage\RAU9G85K\Shirley - 1972 - High-Resolution X-Ray Photoemission Spectrum of th.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9MKQLP2","journalArticle","2015","Ammar, M. R.; Galy, N.; Rouzaud, J. N.; Toulhoat, N.; Vaudey, C. E.; Simon, P.; Moncoffre, N.","Characterizing various types of defects in nuclear graphite using Raman scattering: Heat treatment, ion irradiation and polishing","Carbon","","0008-6223","10.1016/j.carbon.2015.07.095","http://www.sciencedirect.com/science/article/pii/S0008622315301160","Raman spectroscopy has proved to be an appropriate technique to probe defects in carbon-based materials owing to its high sensitivity, most often focused on the commonly used ID/IG parameter. However, this ratio may be activated by various types of defects and in a completely independent manner. Therefore, discriminating between defects is challenging. The central idea of the present work is to provide a better understanding of the Raman response to the various types of defects that may appear in nuclear graphite (carbon–carbon composite) during its manufacturing process, its operation in the nuclear reactor, or even during its preparation process such as polishing which is usually used prior to Raman characterization. This work also demonstrates the discrimination of the defect types using the combination of the ID/IG and FWHM(G), two structural disorder indicators evolving differently according to the type and the concentration of the introduced defects into the carbon network. The ion-beam irradiation was used here as an effective way for creating defects that could be similar to those created by neutrons in the nuclear reactor.","2015-12-01","2020-10-02 09:06:49","2020-10-02 09:06:58","2020-10-02 09:06:49","364-373","","","95","","Carbon","Characterizing various types of defects in nuclear graphite using Raman scattering","","","","","","","en","","","","","ScienceDirect","","","","","","","Carbon; Defects; Graphite; Heat treatment; Ion beam irradiation; Nuclear graphite; Polishing; Raman spectroscopy; TEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P48DGNH4","journalArticle","1994","Katzman, H. A.; Adams, P. M.; Le, T. D.; Hemminger, C. S.","Characterization of low thermal conductivity pan-based carbon fibers","Carbon","","0008-6223","10.1016/0008-6223(94)90158-9","http://www.sciencedirect.com/science/article/pii/0008622394901589","The microstructure and surface chemistry of eight polyacrylonitrile (PAN)-based carbon fibers heat treated at relatively low temperatures to retain low thermal conductivity were determined. Properties of these fibers (hereafter called LTC fibers) were compared with those of PAN-based carbon fibers subjected to higher heat treatment temperatures (HTT's). Wide-angle x-ray diffraction shows that LTC fibers have a turbostratic structure with large 002 d-spacings, small crystallite sizes, and only moderate preferred orientation. Small-angle x-ray scattering results indicate that LTC fibers do not have well-developed pores. Transmission electron microscopy shows that the texture of LTC fibers consists of multiple sets of parallel, wavy, bent layers that interweave with each other, forming a complex, three-dimensional network oriented randomly around the fiber axis. Crystallite size and extent of graphitization both increase with increased HTT. However, scanning electron microscopy indicates that HTT has little effect on the surface texture of PAN fibers. X-ray photoelectron spectroscopy analyses find that concentrations of surface oxygen and nitrogen decrease with increasing HTT, which is consistent with increased volatilization of nitrogen and greater extent of graphitization.","1994-01-01","2020-09-28 12:36:23","2020-09-28 12:36:23","2020-09-28 12:36:23","379-391","","3","32","","Carbon","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\p46946\Zotero\storage\DYNZHPB2\0008622394901589.html","","","Carbon fibers; low thermal conductivity fibers; microstructure; polyacrylonitrile (PAN); X-ray photoelectron spectroscopy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EB428JPF","journalArticle","2011","Lee, D. W.; Seo, J. W.","sp2/sp3 Carbon Ratio in Graphite Oxide with Different Preparation Times","The Journal of Physical Chemistry C","","1932-7447","10.1021/jp107906u","https://doi.org/10.1021/jp107906u","Graphite oxide is an amorphous insulator. Although several models have been suggested, its structure remains controversial. To elucidate this issue, five samples were prepared by the Brodie process and the Staudenmaier process. The electronic structure of graphite oxide was examined with X-ray absorption near edge structure and the ratio of sp2 to sp3 bonded carbon atoms was investigated with X-ray photoemission spectroscopy as a function of sample preparation times. It was found that this ratio approaches 0.3 exponentially with a characteristic time of 1.5 weeks. We believe this long characteristic time is the reason the structure has remained unclear.","2011-02-17","2020-09-28 12:15:34","2020-09-28 12:15:34","2020-09-28 12:15:34","2705-2708","","6","115","","J. Phys. Chem. C","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\p46946\Zotero\storage\LLP6KKD3\jp107906u.html; C:\Users\p46946\Zotero\storage\CVWDPRY4\Lee et Seo - 2011 - sp2sp3 Carbon Ratio in Graphite Oxide with Differ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QUDBBK7R","journalArticle","2011","Zhao, Guixia; Shao, Dadong; Chen, Changlun; Wang, Xiangke","Synthesis of few-layered graphene by H2O2 plasma etching of graphite","Applied Physics Letters","","0003-6951","10.1063/1.3589354","http://aip.scitation.org/doi/full/10.1063/1.3589354","Herein, we reported an approach to synthesize few-layered graphene by etching of the graphite using H2O2H2O2<math display=""inline"" overflow=""scroll"" altimg=""eq-00002.gif""><mrow><msub><mtext>H</mtext><mn>2</mn></msub><msub><mtext>O</mtext><mn>2</mn></msub></mrow></math> plasma technique. The synthesized few-layered graphene was characterized by scanning electron microscopy, atomic force microscopy, Raman spectroscopy, and x-ray photoelectron spectroscopy (XPS). The analysis showed that few-layered graphene was formed in high quality level. The XPS analysis suggested that H2O2H2O2<math display=""inline"" overflow=""scroll"" altimg=""eq-00003.gif""><mrow><msub><mtext>H</mtext><mn>2</mn></msub><msub><mtext>O</mtext><mn>2</mn></msub></mrow></math> plasma etching of graphite could oxidize graphene and generated COHCOH<math display=""inline"" overflow=""scroll"" altimg=""eq-00004.gif""><mrow><mo></mo><mtext>C</mtext><mo></mo><mtext>OH</mtext></mrow></math> and >CO>CO<math display=""inline"" overflow=""scroll"" altimg=""eq-00005.gif""><mrow><mo>&gt;</mo><mtext>C</mtext><mo></mo><mtext>O</mtext></mrow></math> groups on the graphene surfaces. The H2O2H2O2<math display=""inline"" overflow=""scroll"" altimg=""eq-00006.gif""><mrow><msub><mtext>H</mtext><mn>2</mn></msub><msub><mtext>O</mtext><mn>2</mn></msub></mrow></math> plasma technique is an easy and environmental friendly method to synthesize few-layered graphene from the graphite.","2011-05-02","2020-09-28 11:58:58","2020-09-28 11:58:58","2020-09-28 11:58:58","183114","","18","98","","Appl. Phys. Lett.","","","","","","","","","","","","","aip-scitation-org.ezproxy.univ-orleans.fr (Atypon)","","Publisher: American Institute of Physics","","C:\Users\p46946\Zotero\storage\V8X4N4KM\1.html; C:\Users\p46946\Zotero\storage\SPZ7TDGW\Zhao et al. - 2011 - Synthesis of few-layered graphene by H2O2 plasma e.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9D24D67","journalArticle","2020","Torrisi, L.; Silipigni, L.; Cutroneo, M.; Torrisi, A.","Graphene oxide as a radiation sensitive material for XPS dosimetry","Vacuum","","0042-207X","10.1016/j.vacuum.2020.109175","http://www.sciencedirect.com/science/article/pii/S0042207X20300129","The suitability of graphene oxide (GO) foils as radiation sensitive materials for soft X-ray irradiation is investigated by means of X-ray photoelectron spectroscopy (XPS). In particular GO micrometric foils have been irradiated by soft X-rays at a 1486.6 eV energy at high flux (>1012 photons/cm2s) in ultra-high vacuum. The XPS analysis of the carbon-carbon (CC) and the carbon-oxygen links (CO) characterizes the composition of the first layers of the GO foils. The CC/CO ratio of the high-resolution C1s XPS spectrum is used as dosimetric index. The incident X-ray photons, proportionally to their fluence, partially reduce GO foils decreasing the amount of oxygen groups chemically bonded to carbon network. This decrease causes an increase on the CC/CO ratio that is correlated to the irradiation time, i.e. to the dose absorbed by the GO foil, showing a linear increment with the dose. Our preliminary investigations indicate that GO can be employed to realize a thin foil dosimeter giving a linear response to the absorbed dose in the (275.76 kGy ÷ 8.02 MGy) range. The absorbed dose can be also evaluated by measuring the C/O ratio from the C1s and O1s XPS spectra analysis or with different techniques, as discussed in the paper.","2020-03-01","2020-09-18 13:12:04","2020-09-18 13:12:04","2020-09-18 13:12:04","109175","","","173","","Vacuum","","","","","","","","en","","","","","ScienceDirect","","","","","","","Dosimeter; Graphene oxide; Reduced graphene oxide; Soft X-ray dose; XPS analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHJTZWVZ","journalArticle","1999","Ago, Hiroki; Kugler, Thomas; Cacialli, Franco; Salaneck, William R.; Shaffer, Milo S. P.; Windle, Alan H.; Friend, Richard H.","Work Functions and Surface Functional Groups of Multiwall Carbon Nanotubes","The Journal of Physical Chemistry B","","1520-6106","10.1021/jp991659y","https://doi.org/10.1021/jp991659y","We have studied the work function and density of states (DOS) of multiwall carbon nanotubes (MWNTs) using ultraviolet photoelectron spectroscopy (UPS). Raw MWNTs were purified by successive sonication, centrifugation, sedimentation, and filtration processes with the aid of a nonionic surfactant. The purified MWNTs showed a slightly lower work function (4.3 eV) than that of highly oriented pyrolytic graphite (4.4 eV). Effects of three different oxidative treatments, air-, oxygen plasma-, and acid-oxidation, have also been studied. It was found that oxidative treatments affect the DOS of valence bands and increase the work function. X-ray photoelectron spectroscopy (XPS) measurements have suggested that gas-phase treatment preferentially forms hydroxyl and carbonyl groups, while liquid-phase treatment forms carboxylic acid groups on the surface of MWNTs. These surface chemical groups disrupt the π-conjugation and introduce surface dipole moments, leading to higher work functions up to 5.1 eV. We expect the information on the work function of the MWNTs to be of importance to the development of electronic or optoelectronic applications.","1999-09-01","2020-09-15 14:04:19","2020-09-15 14:04:19","2020-09-15 14:04:19","8116-8121","","38","103","","J. Phys. Chem. B","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\p46946\Zotero\storage\KRR94APL\Ago et al. - 1999 - Work Functions and Surface Functional Groups of Mu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2CXY33YA","journalArticle","1982","Cheung, T. T. P.","X‐ray photoemission of carbon: Lineshape analysis and application to studies of coals","Journal of Applied Physics","","0021-8979","10.1063/1.330025","http://aip.scitation.org/doi/10.1063/1.330025","","1982-10-01","2020-09-15 14:00:07","2020-09-15 14:00:07","2020-09-15 14:00:07","6857-6862","","10","53","","Journal of Applied Physics","X‐ray photoemission of carbon","","","","","","","","","","","","aip-scitation-org.ezproxy.univ-orleans.fr (Atypon)","","Publisher: American Institute of Physics","","C:\Users\p46946\Zotero\storage\W6SA7RQP\1.html; C:\Users\p46946\Zotero\storage\QKALXA5D\Cheung - 1982 - X‐ray photoemission of carbon Lineshape analysis .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5WBU5NY","journalArticle","1994","","Characterization of low thermal conductivity pan-based carbon fibers","Carbon","","0008-6223","10.1016/0008-6223(94)90158-9","http://www.sciencedirect.com/science/article/pii/0008622394901589","The microstructure and surface chemistry of eight polyacrylonitrile (PAN)-based carbon fibers heat treated at relatively low temperatures to retain lo…","1994-01-01","2020-09-15 13:51:45","2020-09-15 13:51:48","2020-09-15 13:51:45","379-391","","3","32","","","","","","","","","","en","","","","","www-sciencedirect-com.ezproxy.univ-orleans.fr","","Publisher: Pergamon","","C:\Users\p46946\Zotero\storage\VIMWYMZT\0008622394901589.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6VECE53","journalArticle","2013","Díez-Betriu, Xavier; Álvarez-García, Susana; Botas, Cristina; Álvarez, Patricia; Sánchez-Marcos, Jorge; Prieto, Carlos; Menéndez, Rosa; Andrés, Alicia de","Raman spectroscopy for the study of reduction mechanisms and optimization of conductivity in graphene oxide thin films","Journal of Materials Chemistry C","","2050-7534","10.1039/C3TC31124D","http://pubs.rsc.org/en/content/articlelanding/2013/tc/c3tc31124d","Highly reduced few-layer graphene oxide films with conductivities of up to 500 S cm−1 are obtained. The thin films with an optimized compromise between sheet resistance (3.1 kΩ sq−1) and transparency (around 80% to 90%) are suitable for touch screens and transparent electrodes in OLEDs. We discuss the effects of low temperature annealing and chemical reduction on the properties of the films and present an optimized reduction process that allows the original 2D/G Raman intensity ratio of few-layer graphene to be recovered. The Raman spectrum of graphene oxide is found to be only related to oxygen-free graphene-like regions with Raman bands at 1130 and 3155 cm−1 that probably involve C–H vibrations of rings and edges, while a band at 1700 cm−1 is assigned to irregular rings such as Stone Wales defects. All the bands involve resonant Raman processes and disappear in highly reduced samples. Clear correlations of the D band width with the sp2 content in thin films and resistivity have been observed, indicating that this is a good Raman parameter for evaluating the quality of the samples. The structural defects produced by the release of embedded water and some of the oxygen functional groups during annealing are detrimental for intra-grain conductivity but greatly enhance inter-grain connectivity.","2013-10-03","2020-09-03 13:47:46","2020-09-03 13:47:46","2020-09-03 13:47:46","6905-6912","","41","1","","J. Mater. Chem. C","","","","","","","","en","","","","","pubs-rsc-org.ezproxy.univ-orleans.fr","","Publisher: The Royal Society of Chemistry","","C:\Users\p46946\Zotero\storage\UHR4K2HZ\c3tc31124d.html; C:\Users\p46946\Zotero\storage\AWBMLUVA\Díez-Betriu et al. - 2013 - Raman spectroscopy for the study of reduction mech.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGLHACIV","journalArticle","2011","Lee, D. W.; Seo, J. W.","sp2/sp3 Carbon Ratio in Graphite Oxide with Different Preparation Times","The Journal of Physical Chemistry C","","1932-7447","10.1021/jp107906u","https://doi.org/10.1021/jp107906u","Graphite oxide is an amorphous insulator. Although several models have been suggested, its structure remains controversial. To elucidate this issue, five samples were prepared by the Brodie process and the Staudenmaier process. The electronic structure of graphite oxide was examined with X-ray absorption near edge structure and the ratio of sp2 to sp3 bonded carbon atoms was investigated with X-ray photoemission spectroscopy as a function of sample preparation times. It was found that this ratio approaches 0.3 exponentially with a characteristic time of 1.5 weeks. We believe this long characteristic time is the reason the structure has remained unclear.","2011-02-17","2020-07-07 14:12:03","2020-07-07 14:12:09","2020-07-07 14:12:03","2705-2708","","6","115","","J. Phys. Chem. C","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\p46946\Zotero\storage\DG8XZ7SV\jp107906u.html; C:\Users\p46946\Zotero\storage\MTEIQ4NY\Lee et Seo - 2011 - sp2sp3 Carbon Ratio in Graphite Oxide with Differ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74JJMX58","journalArticle","1981","Wagner, C. D.; Davis, L. E.; Zeller, M. V.; Taylor, J. A.; Raymond, R. H.; Gale, L. H.","Empirical atomic sensitivity factors for quantitative analysis by electron spectroscopy for chemical analysis","Surface and Interface Analysis","","1096-9918","10.1002/sia.740030506","http://onlinelibrary.wiley.com/doi/abs/10.1002/sia.740030506","Quantitative information from electron spectroscopy for chemical analysis requires the use of suitable atomic sensitivity factors. An empirical set has been developed, based upon data from 135 compounds of 62 elements. Data upon which the factors are based are intensity ratios of spectral lines with F1s as a primary standard, value unity, and K2p3/2 as a secondary standard. The data were obtained on two instruments, the Physical Electronics 550 and the Varian IEE-15, two instruments that use electron retardation for scanning, with constant pass energy. The agreement in data from the two instruments on the same compounds is good. How closely the data can apply to instruments with input lens systems is not known. Calculated cross-section data plotted against binding energy on a log-log plot provide curves composed of simple linear segments for the strong lines: 1s, 2p3/2, 3d5/2 and 4f7/2. Similarly, the plots for the secondary lines, 2s, 3p3/2, 4d5/2 and 5d5/2, are shown to be composed of linear segments. Theoretical sensitivity factors relative to F1s should fall on similar curves, with minor correction for the combined energy dependence of instrumental transmission and mean free path. Experimental intensity ratios relative to F1s were plotted similarly, and best fit curves were calculated using the shapes of the theoretical curves as a guide. The intercepts of these best fit curves with appropriate binding energies provide sensitivity factors for the strong lines and the secondary lines for all of the elements except the rare earths and the first series of transition metals. For these elements the sensitivity factors are lower than expected, and variable, because of multi-electron processes that vary with chemical state. From the data it can be shown that many of the commonly-accepted calculated cross-section data must be significantly in error—as much as 40% in some cases for the strong lines, and far more than that for some of the secondary lines.","1981","2020-07-07 14:01:51","2020-07-07 14:01:54","2020-07-07 14:01:50","211-225","","5","3","","","","","","","","","","en","Copyright © 1981 Heyden & Son Ltd.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/sia.740030506","","C:\Users\p46946\Zotero\storage\KIJF744H\Wagner et al. - 1981 - Empirical atomic sensitivity factors for quantitat.pdf; C:\Users\p46946\Zotero\storage\HQ4NMU4T\sia.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4B5A9LW","journalArticle","2000","Yumitori, Shuji","Correlation of C1s chemical state intensities with the O1s intensity in the XPS analysis of anodically oxidized glass-like carbon samples","Journal of Materials Science","","1573-4803","10.1023/A:1004761103919","https://doi.org/10.1023/A:1004761103919","An XPS study of anodic oxidized glass-like carbon (GC) was conducted in order to investigate the inconsistency between O1s/C1s and oxygen concentration (Ocal.) calculated from the curve fitting results of the C1s spectrum. Consideration of the asymmetric peak shape of the C1s spectrum is normally done in order to obtain precise curve fitting results. However, it was found that the 2nd-carbon peak should also be taken into consideration in the curve fitting process in addition to the effect of asymmetric peak shape of carbon to obtain a consistent value of O1s/C1s. The 2nd graphitic peak is normally located +0.7–+0.8 eV away from the original C1s spectrum. The ratio of the 2nd graphitic peak area in the C1s spectrum increased as the electrical charge increased. However, the peak shapes of C1s spectra of anodic oxidized GC after heat treatment at 1500 °C in argon atmosphere were almost the same as the C1s of untreated GC. Although the origin of the 2nd graphitic peak is not well understood, it may be related to the amount of oxygen on the GC surface.","2000-01-01","2020-07-07 13:05:20","2020-07-07 13:05:20","2020-07-07 13:05:20","139-146","","1","35","","Journal of Materials Science","","","","","","","","en","","","","","Springer Link","","","","C:\Users\p46946\Zotero\storage\E94PKZLQ\Yumitori - 2000 - Correlation of C1s chemical state intensities with.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EL7Q82DD","journalArticle","1989","Sundberg, K. M.; Smyrl, W. H.; Atanasoska, Lj; Atanasoski, R.","Surface Modification and Oxygen Reduction on Glassy Carbon in Chloride Media","Journal of The Electrochemical Society","","1945-7111","10.1149/1.2096650","http://iopscience.iop.org/article/10.1149/1.2096650/meta","","1989-02-01","2020-07-07 08:59:27","2020-07-07 08:59:35","2020-07-07 08:59:27","434","","2","136","","J. Electrochem. Soc.","","","","","","","","en","","","","","iopscience-iop-org.ezproxy.univ-orleans.fr","","Publisher: IOP Publishing","","C:\Users\p46946\Zotero\storage\VBDAST8V\meta.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9E6UM95","journalArticle","2001","Lee, W. H; Lee, J. G; Reucroft, P. J","XPS study of carbon fiber surfaces treated by thermal oxidation in a gas mixture of O2/(O2+N2)","Applied Surface Science","","0169-4332","10.1016/S0169-4332(00)00558-4","http://www.sciencedirect.com/science/article/pii/S0169433200005584","X-ray photoelectron spectroscopy (XPS) has been used to investigate the surface characteristics of two carbon fibers and determine the role of surface treatment in improving the properties of a carbon fiber composite. Carbon and oxygen were the major elements observed on the surface of the carbon fiber samples. Small amounts of lightly oxidized nitrogen amounting to about 3at.% were detected on the surface of thermally oxidized carbon fiber in a gas mixture of O2/(N2+O2). Graphitic carbon was the major carbon functional component on the surface of carbon fiber samples but other functional forms of carbon were also present such as C–O, CO, and O–CO. The biggest differences in the surface chemistry between the carbon fibers with and without surface treatment was in the carbonyl group (CO) content. Thermal oxidation processing in a gas mixture of O2/(N2+O2) can be employed to increase the carbonyl functional group which is the main contributor in improving the interlaminar shear strengths of carbon fiber composite materials.","2001-02-01","2020-06-12 08:18:50","2020-06-12 08:18:53","2020-06-12 08:18:50","136-142","","1","171","","Applied Surface Science","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\p46946\Zotero\storage\G7DQRA4W\Lee et al. - 2001 - XPS study of carbon fiber surfaces treated by ther.pdf; C:\Users\p46946\Zotero\storage\9GEQ4EWG\S0169433200005584.html","","","Carbon fiber; Functional groups; Oxidation; XPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6RGDN9B","journalArticle","1989","Sundberg, K. M.; Smyrl, W. H.; Atanasoska, Lj; Atanasoski, R.","Surface Modification and Oxygen Reduction on Glassy Carbon in Chloride Media","Journal of The Electrochemical Society","","1945-7111","10.1149/1.2096650","http://iopscience.iop.org/article/10.1149/1.2096650/meta","","1989-02-01","2020-06-12 08:17:23","2020-06-12 08:17:23","2020-06-12 08:17:23","434","","2","136","","J. Electrochem. Soc.","","","","","","","","en","","","","","iopscience-iop-org.ezproxy.univ-orleans.fr","","Publisher: IOP Publishing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I57N7DEJ","journalArticle","1999","Beccat, P.; Silva, P. Da; Huiban, Y.; Kasztelan, S.","Quantitative Surface Analysis by Xps (X-Ray Photoelectron Spectroscopy): Application to Hydrotreating Catalysts","Oil & Gas Science and Technology","","1294-4475, 1953-8189","10.2516/ogst:1999042","https://ogst.ifpenergiesnouvelles.fr/articles/ogst/abs/1999/04/beccat_v54n4/beccat_v54n4.html","XPS is an ideal technique to provide the chemical composition of the extreme surface of solid materials, vastly applied to the study of catalysts. In this article, we will show that a quantitative approach, based upon fundamental expression of the XPS signal, has enabled us to obtain a consistent set of response factors for the elements of the periodic table. In-depth spadework has been necessary to know precisely the transmission function of the spectrometer used at IFP. The set of response factors obtained enables to perform, on a routine basis, a quantitative analysis with approximately 20% relative accuracy, which is quite acceptable for an analysis of such a nature. While using this quantitative approach, we have developed an analytical method specific to hydrotreating catalysts that allows obtaining the sulphiding degree of molybdenum quite reliably and reproducibly. The usage of this method is illustrated by two examples for which XPS spectroscopy has provided with information sufficiently accurate and quantitative to help understand the reactivity differences between certain MoS2/Al2O3 or NiMoS/Al2O3-type hydrotreating catalysts.","1999-07-01","2020-06-12 08:13:30","2020-06-12 08:13:43","2020-06-12 08:13:30","487-496","","4","54","","Oil & Gas Science and Technology - Rev. IFP","Quantitative Surface Analysis by Xps (X-Ray Photoelectron Spectroscopy)","","","","","","","en","© IFP, 1999","","","","ogst.ifpenergiesnouvelles.fr","","Number: 4 Publisher: EDP Sciences","","C:\Users\p46946\Zotero\storage\9FCBQC99\beccat_v54n4.html; C:\Users\p46946\Zotero\storage\ECVJRLRA\Beccat et al. - 1999 - Quantitative Surface Analysis by Xps (X-Ray Photoe.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
